Address,Coordinates(BD_GCJ)
上海市松江区叶政路518弄,"[(30.949130732621057, 121.32482523561868), (30.942771995876335, 121.31843268471704)]"
上海市松江区易富路1220号,"[(31.116257716493383, 121.31479179025281), (31.1099550935041, 121.30834875404565)]"
上海市松江区影振路300号,"[(31.013710286297155, 121.31485655971335), (31.007408950905642, 121.30842119826325)]"
上海市松江区泽悦路200号,"[(31.107408780323667, 121.25401836989732), (31.10169309442122, 121.24742684617193)]"
上海市松江区赵非泾村,"[(31.123125848647724, 121.28064297741592), (31.117389762538192, 121.27405603348751)]"
上海市松江区中山东路17弄,"[(31.011690490786293, 121.26031531186118), (31.00603197052768, 121.25371393189825)]"
上海市松江区中山东路86弄,"[(31.013168046941946, 121.25771462757923), (31.00749090466522, 121.25111921400654)]"
上海市松江区石湖荡镇中心村,"[(30.984757791944784, 121.17981905341756), (30.978690815001904, 121.17331900757743)]"
上海市松江区竹亭路23号,"[(30.903536765699485, 121.28171384741435), (30.897790497476077, 121.27514654884237)]"
上海市青浦区高泾路789弄,"[(31.17335900267238, 121.29910297598487), (31.167314492587813, 121.2926348659033)]"
上海市青浦区光联一路480弄,"[(31.171344396763, 121.32107472719402), (31.164999867617684, 121.31468327407626)]"
上海市青浦区鹤江路421号,"[(31.262079196602844, 121.14867207652658), (31.256439256566633, 121.14207496572922)]"
上海市青浦区华强街203弄,"[(31.247864838665425, 121.24051800587952), (31.24193673352591, 121.23398268417594)]"
上海市青浦区华徐公路988号,"[(31.208158352653573, 121.27113315596507), (31.20251093203514, 121.26454010562956)]"
上海市青浦区金姚村,"[(31.069602242359327, 120.92850757682676), (31.06375342769294, 120.92198436869036)]"
上海市青浦区久远路1660弄,"[(31.216405473376795, 121.11480392264126), (31.210370663466467, 121.10830218927093)]"
上海市青浦区明珠路980号,"[(31.194550826463196, 121.26877995485115), (31.188914834895492, 121.26219798310905)]"
上海市青浦区青湖路458号,"[(31.15155195262769, 121.14647817492308), (31.145916799613495, 121.13989028966847)]"
上海市青浦区金华新村,"[(31.11987212499494, 120.93089024236143), (31.113972273765206, 120.9243442455749)]"
上海市青浦区青龙公路588号,"[(31.24871182434841, 121.18271626834834), (31.242591652582963, 121.17623100651329)]"
上海市青浦区沈家浜路229号,"[(31.25752158950403, 121.15280549732623), (31.251863254062698, 121.14620848824983)]"
上海市青浦区沈家浜路37号,"[(31.257891388029154, 121.1494764276644), (31.25224835432724, 121.14287583039003)]"
上海市青浦区崧润路1029弄,"[(31.161295276978215, 121.16522476760376), (31.155501188628296, 121.15868664460271)]"
上海市青浦区崧文路399弄,"[(31.165658726885496, 121.15458987367818), (31.159994319633103, 121.14802125460365)]"
上海市青浦区外青松公路2772弄,"[(31.185753739662225, 121.12724841836263), (31.179951959341224, 121.12071540795648)]"
上海市青浦区万寿路121号,"[(31.161618890163208, 121.11549094669529), (31.155603338795572, 121.1090100153691)]"
上海市青浦区谢卫路158号,"[(31.181918825933593, 121.32067704043469), (31.175576409007924, 121.314284702028)]"
上海市青浦区新府中路1331弄,"[(31.23114189963422, 121.23690897366264), (31.225144859019952, 121.23038822321635)]"
上海市青浦区盈港东路4709弄,"[(31.16720385373753, 121.19934498130465), (31.160869953973645, 121.19294933215885)]"
上海市青浦区诸光路856弄,"[(31.191299987288833, 121.31505112715877), (31.185002981112998, 121.30864185020756)]"
上海市青浦区徐南路300号,"[(31.165594146486946, 121.31692544713337), (31.159279252809096, 121.31052398908183)]"
上海市青浦区诸光路488号,"[(31.17216914530829, 121.32251685994967), (31.165817960191404, 121.31612731451968)]"
上海市奉贤区八字桥路288弄,"[(30.94377867095134, 121.46852016126687), (30.93763534601374, 121.46207561798596)]"
上海市奉贤区金海公路99弄,"[(30.855841906998446, 121.51949669662804), (30.850122821192674, 121.51291520852719)]"
上海市奉贤区八字桥路829弄,"[(30.940571175823777, 121.46030120483387), (30.93430267510163, 121.45388964247749)]"
上海市奉贤区川南奉公路8029号,"[(30.94320974491047, 121.72290253728244), (30.937334456047434, 121.71639002175432)]"
上海市奉贤区南奉公路142号,"[(30.91794689739373, 121.64250900295025), (30.912193825027114, 121.6359583326954)]"
上海市奉贤区新奉公路2013号,"[(30.9989565202286, 121.65450398659443), (30.992989712766622, 121.6479751378356)]"
上海市奉贤区墩头村,"[(30.986374696476016, 121.62328885825876), (30.98073007850402, 121.61668025585666)]"
上海市奉贤区泰青公路119弄,"[(30.991865046024383, 121.57092752838766), (30.985505284090088, 121.56449907083655)]"
上海市奉贤区富竹路39弄,"[(30.93538256696842, 121.46829486624496), (30.92923572401155, 121.46185288612102)]"
上海市奉贤区八字桥路218弄,"[(30.93275845748397, 121.43216079659776), (30.926496983833637, 121.42574773481367)]"
上海市奉贤区港极路568号,"[(30.904583380184707, 121.72836482155805), (30.898795558065068, 121.72180943177041)]"
上海市奉贤区贤百路260弄,"[(30.95883857588431, 121.52120200654393), (30.953102145984488, 121.51464242715645)]"
上海市奉贤区肖南路1268号,"[(30.937566842960443, 121.45204398058617), (30.931222668543537, 121.44565220862614)]"
上海市奉贤区环城西路3311号,"[(30.96453172557388, 121.43888640995095), (30.958196373334445, 121.43247349089357)]"
上海市奉贤区工农村,"[(30.91796246535046, 121.5430574202795), (30.911842613213942, 121.53660000090716)]"
上海市奉贤区汇安小区,"[(30.96892574279187, 121.40657696584303), (30.963105816100736, 121.40002788868628)]"
上海市奉贤区万顺路2475弄,"[(30.971779681528744, 121.52198784420406), (30.96602931505422, 121.51541807884392)]"
上海市奉贤区联民村,"[(30.8892587086438, 121.68628253214597), (30.882889911482465, 121.67986027673675)]"
上海市奉贤区西吴村,"[(30.946815636476845, 121.58753297523124), (30.940654770392612, 121.58109132920947)]"
上海市奉贤区德政路299弄,"[(30.9272169690714, 121.49151229079474), (30.921479264177318, 121.48496402286754)]"
上海市奉贤区青村人民路445弄,"[(30.93372080461238, 121.58698429022576), (30.927551396884734, 121.58054787431261)]"
上海市奉贤区东门村,"[(30.920937602070808, 121.66624079723505), (30.91476289044731, 121.65979973687398)]"
上海市奉贤区北唐新苑,"[(30.93484653776711, 121.58207352349436), (30.928601418648242, 121.57565648098857)]"
上海市奉贤区育秀路1288弄,"[(30.912188049483483, 121.45493050568138), (30.905860198390627, 121.44852050699276)]"
上海市奉贤区姚家村,"[(30.923133983473207, 121.58597773890183), (30.916946897994986, 121.57954144207972)]"
上海市奉贤区沪杭公路113号,"[(30.998793765834357, 121.43796668627103), (30.992460339876597, 121.43153136497477)]"
上海市奉贤区陆家桥村,"[(30.873937681771345, 121.5536312846069), (30.867647837194713, 121.5471843780846)]"
上海市奉贤区永欣新村,"[(30.91954534464361, 121.45670371761244), (30.91323498163553, 121.45029615633595)]"
上海市奉贤区正环路158弄,"[(30.918019702741514, 121.48644189517424), (30.91220386469272, 121.47990718037542)]"
上海市奉贤区定康路205弄,"[(30.928970848528166, 121.51121716113943), (30.923328903014994, 121.50464529115916)]"
上海市奉贤区解放村,"[(30.91896384361939, 121.45984199105717), (30.912687931048104, 121.45342517479914)]"
上海市奉贤区航南公路1981弄,"[(30.990216581588093, 121.5612617611003), (30.983860832320723, 121.55483274037314)]"
上海市奉贤区北唐村,"[(30.93436571962391, 121.5818608047496), (30.92811764996938, 121.5754444740826)]"
上海市奉贤区西闸公路1678号,"[(30.992174613601648, 121.43729560072333), (30.985846969021328, 121.43085897894811)]"
上海市奉贤区北行路555号,"[(30.976653650850395, 121.51427580973676), (30.970985761938536, 121.50768023340724)]"
上海市奉贤区立新路136弄,"[(30.920326906206636, 121.46690195372122), (30.914154760025795, 121.46045983831418)]"
上海市奉贤区二桥村,"[(30.964795553515252, 121.66048948603796), (30.95872018104108, 121.65400996761046)]"
上海市奉贤区夏家村,"[(30.971624322591893, 121.7308993007239), (30.96587285986183, 121.72433008483347)]"
上海市奉贤区镇西路1058号,"[(30.936395454080305, 121.27924269878696), (30.93068619441552, 121.2726891814509)]"
上海市奉贤区国顺路668弄,"[(30.937107256336372, 121.45999730807985), (30.930835088610916, 121.45358722564632)]"
上海市崇明区东新村,"[(31.577367326404897, 121.55959477556543), (31.571023424287137, 121.55317251241934)]"
上海市崇明区凤滨路59弄,"[(31.39593088578777, 121.69859300068526), (31.389639063214126, 121.69217853715652)]"
上海市崇明区进丰路南环路交叉口,"[(31.384715042858353, 121.70620452293241), (31.37852728785744, 121.69975154444428)]"
上海市崇明区渔乐路500弄,"[(31.398613270781453, 121.70185923951954), (31.3923630816791, 121.69543644894168)]"
上海市崇明区金滂路199弄,"[(31.3882546451231, 121.71824226591886), (31.38228849646975, 121.71173597027556)]"
上海市崇明区凤西路潘圆公路路口,"[(31.407913249830056, 121.69149360240935), (31.401565158111143, 121.68510226120131)]"
上海市崇明区北港村,"[(31.591198462913248, 121.78032694446053), (31.585120885784416, 121.77382705380998)]"
上海市崇明区蟠南村,"[(31.629976151533015, 121.49464468210805), (31.624273665124225, 121.48807150899258)]"
上海市崇明区大公村,"[(31.537827964915994, 121.77695138184568), (31.531824322432836, 121.77047289013628)]"
上海市崇明区新中路505号,"[(31.584128061821687, 121.52678189443324), (31.57830157331831, 121.52022000700083)]"
上海市黄浦区复兴东路443弄,"[(31.22774671256482, 121.50292265721305), (31.222100306113287, 121.4963130398571)]"
上海市黄浦区中山南路1586弄,"[(31.211132057209905, 121.501523995534), (31.205482919934507, 121.49492839621934)]"
上海市黄浦区四牌楼路147号,"[(31.228601831767058, 121.5022120077241), (31.222952561463234, 121.49560275498062)]"
上海市黄浦区聚奎新村,"[(31.22949600466016, 121.50270850117947), (31.223848642008576, 121.49609841181068)]"
上海市黄浦区顺昌路612弄37号,"[(31.220331389007576, 121.4855653286576), (31.214494555557895, 121.47900932098828)]"
上海市黄浦区陆家浜路1398号,"[(31.216892419388596, 121.48872637591666), (31.211107428394282, 121.48215998735904)]"
上海市黄浦区陕西南路552号,"[(31.22296416943057, 121.46552512086605), (31.21676225440505, 121.45906099250725)]"
上海市黄浦区中山南路1711弄,"[(31.209655061393807, 121.50028954410219), (31.203999495142327, 121.49369715379434)]"
上海市黄浦区陆家浜路688弄,"[(31.218053065492683, 121.50167895323447), (31.212403063547775, 121.49507685455566)]"
上海市黄浦区金陵东路67号,"[(31.23695730226629, 121.49757576315655), (31.23127773083921, 121.49097276779456)]"
上海市黄浦区宁波路468号,"[(31.243269880949875, 121.48517950644107), (31.23742523502178, 121.47862038574026)]"
上海市黄浦区江西中路414号,"[(31.24680644309287, 121.49202971476849), (31.241066995703026, 121.48544527939924)]"
上海市黄浦区中华路169弄,"[(31.228030183477685, 121.5045857800342), (31.222388297649964, 121.49797487510374)]"
上海市黄浦区和顺街26弄,"[(31.226040465090694, 121.50354141004831), (31.22039627539687, 121.49693207495977)]"
上海市黄浦区西姚家弄25号,"[(31.22815068923472, 121.50335932352144), (31.222505699066737, 121.49674916261993)]"
上海市黄浦区西姚家弄33号,"[(31.22800131147954, 121.50292580128233), (31.22235488878169, 121.49631607373196)]"
上海市黄浦区四牌楼路113号,"[(31.229316136328226, 121.50211642801784), (31.22366638799213, 121.49550701765693)]"
上海市黄浦区蒙自路343号,"[(31.210177174239842, 121.48527266072244), (31.204337668326122, 121.47872695417838)]"
上海市黄浦区大夫坊39号,"[(31.23724715206362, 121.49158559252436), (31.23150104404978, 121.48499971565866)]"
上海市黄浦区长乐路169弄73号,"[(31.22607327486629, 121.46833205609308), (31.21991782312923, 121.46185408969671)]"
上海市黄浦区永寿路88号,"[(31.233804018078, 121.48796173826656), (31.22800489304433, 121.481389587662)]"
上海市黄浦区陕西南路39弄,"[(31.225395075166176, 121.46472625777602), (31.219180177434758, 121.45826394691261)]"
上海市黄浦区斜土路251弄,"[(31.211316361550864, 121.48710259887683), (31.205507081065264, 121.48054793358159)]"
上海市黄浦区南塘浜路18弄,"[(31.210487568252123, 121.48380797358841), (31.204622479576372, 121.47726851074184)]"
上海市黄浦区打浦路35号,"[(31.209670426779418, 121.47712305347481), (31.203681362435855, 121.4706163002247)]"
上海市黄浦区建国中路1号,"[(31.216027233399753, 121.47746539770468), (31.21004315127914, 121.47095095756757)]"
上海市黄浦区大沽路138弄,"[(31.23271729570664, 121.47796480828897), (31.226740311735504, 121.47143854555537)]"
上海市黄浦区侯家路38弄,"[(31.233003368022455, 121.4957652284012), (31.227306845702625, 121.48916682713646)]"
上海市黄浦区陕西南路213号,"[(31.21883284359135, 121.4677398931009), (31.212668409193814, 121.46126929456362)]"
上海市黄浦区黄家路88弄,"[(31.22123451932127, 121.50359063719026), (31.21559122738878, 121.49698421096993)]"
上海市黄浦区中华路327号,"[(31.22569854794464, 121.50530792783368), (31.220058063656534, 121.49869782999458)]"
上海市黄浦区九江路210号,"[(31.242806845375934, 121.49264496421227), (31.23707486642502, 121.48605669687853)]"
上海市黄浦区威海路48号,"[(31.234208740522913, 121.4768468245305), (31.22821039986577, 121.47032583834466)]"
上海市黄浦区重庆北路203号,"[(31.23263219404824, 121.47646306841665), (31.22662658704735, 121.4699441797618)]"
上海市黄浦区县左街40号,"[(31.230081848087497, 121.50124102929836), (31.224427860030726, 121.49463243746472)]"
上海市黄浦区四牌楼路124号,"[(31.228922354708654, 121.50199785169052), (31.223272120568378, 121.4953887173322)]"
上海市黄浦区光启路85号,"[(31.230016462924382, 121.50093291050844), (31.224360834835895, 121.49432476180066)]"
上海市黄浦区国货路236号,"[(31.214328570399072, 121.50191969911116), (31.20868052307788, 121.49532057096259)]"
上海市黄浦区顺昌路560号,"[(31.217586430818955, 121.48608095602033), (31.211758844443242, 121.47952488494113)]"
上海市黄浦区顺昌路584号,"[(31.21722340534597, 121.48613494418147), (31.211396799872343, 121.47957894619833)]"
上海市黄浦区顺昌路612弄36号,"[(31.220331389007576, 121.4855653286576), (31.214494555557895, 121.47900932098828)]"
上海市黄浦区南昌路110弄,"[(31.223077810739706, 121.4683930510372), (31.216923858271734, 121.46191651759527)]"
上海市黄浦区望云路45号,"[(31.227008541631974, 121.49913306558864), (31.221341802454766, 121.49252902086549)]"
上海市黄浦区顺昌路560弄,"[(31.227715447338035, 121.48327797333754), (31.2218375660446, 121.47672784906207)]"
上海市黄浦区丽水路88号,"[(31.233913863766865, 121.49690302216013), (31.22822833066189, 121.49030166402605)]"
上海市黄浦区西藏南路381号,"[(31.228126217546457, 121.4883917571142), (31.222334197490667, 121.48181938408631)]"
上海市黄浦区巡道街53弄,"[(31.22573336503335, 121.50428781209655), (31.22009114038482, 121.49767814126686)]"
上海市黄浦区顺昌路612弄48号,"[(31.220331389007576, 121.4855653286576), (31.214494555557895, 121.47900932098828)]"
上海市黄浦区北京东路816号,"[(31.244162833061655, 121.48135595886839), (31.238249962562033, 121.47481475976402)]"
上海市黄浦区丽园路502号,"[(31.213633685510622, 121.48857087923288), (31.207847057850348, 121.48200803010397)]"
上海市黄浦区顺昌路612弄45号,"[(31.220331389007576, 121.4855653286576), (31.214494555557895, 121.47900932098828)]"
上海市黄浦区瞿溪路301弄,"[(31.210375378694277, 121.49833546012634), (31.204705924103635, 121.49174587190824)]"
上海市黄浦区五里桥路684弄,"[(31.201807034955234, 121.48168240309072), (31.1959057961742, 121.47516153738198)]"
上海市黄浦区庄家街58号,"[(31.22613912598119, 121.4949782229439), (31.220434926796816, 121.48838424956551)]"
上海市黄浦区中华路388号,"[(31.224996876626495, 121.50542704314431), (31.219356624295013, 121.49881728941634)]"
上海市黄浦区宁安路123弄,"[(31.2217788792634, 121.49268296253535), (31.216048388376198, 121.4860985273534)]"
上海市黄浦区四牌楼路149号,"[(31.228537526333675, 121.50221389416566), (31.222888270415574, 121.49560466428764)]"
上海市黄浦区光启南路363号,"[(31.221914061620307, 121.50191439910864), (31.21626440839424, 121.4953091003783)]"
上海市黄浦区昼锦路180弄,"[(31.228702960270365, 121.49724069520134), (31.223020811598275, 121.49063984711464)]"
上海市黄浦区建国中路18号,"[(31.21607950302831, 121.47639722262277), (31.210075035540743, 121.4698879713235)]"
上海市黄浦区汉口路11号,"[(31.24222825994644, 121.49546851809124), (31.23652888207178, 121.48887166212334)]"
上海市黄浦区重庆北路161号,"[(31.232300825147934, 121.47646073282232), (31.226295189524905, 121.46994191743369)]"
上海市黄浦区瞿溪路19号,"[(31.212846143069072, 121.50314139460473), (31.20720326574507, 121.49654242133167)]"
上海市黄浦区复兴东路东街162弄,"[(31.227801831976244, 121.5004523170606), (31.222143666071933, 121.49384569479739)]"
上海市黄浦区多稼路218号,"[(31.218048124303827, 121.50780315104875), (31.21240884480431, 121.50119830678268)]"
上海市黄浦区建国西路144号,"[(31.213505285660602, 121.47058365885384), (31.207392295526287, 121.46410478158329)]"
上海市黄浦区延安东路27号,"[(31.237737463178103, 121.49678085261077), (31.232050790710623, 121.4901797395676)]"
上海市黄浦区复兴东路169弄,"[(31.26262683846539, 121.52777255447187), (31.256786819286898, 121.52122777709778)]"
上海市黄浦区南车站路450弄,"[(31.21062068218494, 121.50015381013964), (31.20496403358932, 121.49356067548139)]"
上海市黄浦区瞿溪路1147号,"[(31.204516240871023, 121.47931779349679), (31.19857019820509, 121.47280553793698)]"
上海市黄浦区五里桥路221号,"[(31.209643402230185, 121.48682169874384), (31.20382996936371, 121.4802698612693)]"
上海市黄浦区瑞金二路40号,"[(31.223051176070257, 121.47082090133902), (31.216940533797136, 121.4643332542126)]"
上海市黄浦区南仓街30弄,"[(31.220001958128684, 121.5072568016376), (31.2143628437906, 121.50065026941733)]"
上海市黄浦区黄陂北路295弄,"[(31.239509570614192, 121.48805704848118), (31.23371199422097, 121.48148470141118)]"
上海市黄浦区永年路124号,"[(31.218073911130322, 121.48563943886217), (31.212238787553886, 121.47908487435352)]"
上海市黄浦区永年路178弄,"[(31.21791012164655, 121.4848359045835), (31.212061276521368, 121.47828500887985)]"
上海市黄浦区丽园路890号,"[(31.212126342786036, 121.48139976922813), (31.206217245142348, 121.47486990616443)]"
上海市黄浦区江阴街355弄,"[(31.21954760874058, 121.49764565132523), (31.213870367668665, 121.49104927762312)]"
上海市黄浦区新昌路213弄,"[(31.240397618620534, 121.4749421473577), (31.234363078092766, 121.46843092350319)]"
上海市黄浦区蓬莱路394号,"[(31.22210344011633, 121.49444400065713), (31.216393951193663, 121.48785393368364)]"
上海市黄浦区青岛路7号,"[(31.243531615830168, 121.4754547204817), (31.23750708265892, 121.46894196384936)]"
上海市黄浦区外马路20号,"[(31.21448091936107, 121.51064774324276), (31.20883473171317, 121.50404799449457)]"
上海市黄浦区建国西路71号,"[(31.21398136022782, 121.47210359177672), (31.207896196758053, 121.46561709214981)]"
上海市黄浦区三牌楼路31弄,"[(31.229646105676434, 121.49902122655266), (31.223978288412642, 121.49241633725941)]"
上海市黄浦区中山南一路248弄,"[(31.202753544216424, 121.48029601338392), (31.196826341797976, 121.47378081070023)]"
上海市黄浦区徽宁路517号,"[(31.215054487971113, 121.49457084139512), (31.209347866389503, 121.4879860479923)]"
上海市黄浦区宁波路13弄,"[(31.245402454737093, 121.49349061105328), (31.239681191897382, 121.48690073745983)]"
上海市黄浦区西藏南路1130号,"[(31.216600653563273, 121.49284636430761), (31.210873254715363, 121.48626544908299)]"
上海市黄浦区瞿溪路727号,"[(31.207663235861247, 121.48894170665744), (31.20188378100159, 121.48238326542867)]"
上海市黄浦区西陵家宅路131号,"[(31.210008275378122, 121.49343318502409), (31.20428967380764, 121.48685660532152)]"
上海市黄浦区县左街46号,"[(31.230102305065397, 121.50106172751858), (31.22444736903931, 121.49445337239031)]"
上海市黄浦区步高里42号,"[(31.213315735349692, 121.46886520041325), (31.207172057674903, 121.46239439759417)]"
上海市黄浦区福州路646弄,"[(31.238336994702173, 121.4849942758449), (31.232488846739592, 121.47843473827955)]"
上海市黄浦区海潮新村101弄,"[(31.21535204923793, 121.50279743342496), (31.209707369546177, 121.49619644786215)]"
上海市黄浦区贵州路201号,"[(31.24375182452653, 121.48203475701054), (31.237851386665135, 121.47549018140492)]"
上海市黄浦区东街182弄,"[(31.228933857077042, 121.50389713903027), (31.223290328220088, 121.49728627838746)]"
上海市黄浦区巡道街64号,"[(31.225488641541144, 121.50402218315726), (31.21984582824999, 121.49741280104861)]"
上海市黄浦区北京东路567号,"[(31.244921631115396, 121.48610817467727), (31.23909289011861, 121.47954569644936)]"
上海市徐汇区石龙路818弄,"[(31.155707800008667, 121.43725984816403), (31.149387736927462, 121.43085200005518)]"
上海市徐汇区石龙支路27号,"[(31.16354585874544, 121.4465699763), (31.157185491300872, 121.44017884532224)]"
上海市徐汇区斜土路2185号,"[(31.199549573775254, 121.45485747344341), (31.19322120840864, 121.44844865464864)]"
上海市徐汇区虹漕路8-4号,"[(31.171156240682283, 121.41851454776513), (31.165122705235213, 121.41204314380523)]"
上海市徐汇区建华路38号,"[(31.12821356554015, 121.45330169813069), (31.121868103318683, 121.44687366006494)]"
上海市徐汇区天等路426号,"[(31.14426187478172, 121.43361093118251), (31.137976996654526, 121.42718210732508)]"
上海市徐汇区天钥桥南路428号,"[(31.17399161998733, 121.45659129290821), (31.16768190173027, 121.45019131015762)]"
上海市徐汇区宜山路515弄,"[(31.18653355499595, 121.43220059153185), (31.180270935360653, 121.4257856155834)]"
上海市徐汇区宛平南路500弄,"[(31.195800017030106, 121.45441442916588), (31.189469044105394, 121.44800993909695)]"
上海市徐汇区中漕路111号,"[(31.190769097044008, 121.43987373753697), (31.18443006382604, 121.4334755791241)]"
上海市徐汇区老沪闵路1060号,"[(31.136680066187406, 121.44279772197196), (31.130320252257366, 121.43638028089534)]"
上海市徐汇区东泉路7号,"[(31.16277195509632, 121.45051398664157), (31.156419464841903, 121.4441203083453)]"
上海市徐汇区龙吴路515号,"[(31.16404157706361, 121.45542124998147), (31.15772028952771, 121.44902040740807)]"
上海市徐汇区石龙路79弄,"[(31.162351164517542, 121.4531148505846), (31.156012213964573, 121.44671740128948)]"
上海市徐汇区安福路163号,"[(31.22048031578086, 121.45118232594099), (31.214123452916052, 121.44475984942518)]"
上海市徐汇区华发路330弄,"[(31.13251572603978, 121.45458888009593), (31.126180352494405, 121.44816143826561)]"
上海市徐汇区华展路55弄,"[(31.11809690460611, 121.45953297396174), (31.111809207496698, 121.45308615026349)]"
上海市徐汇区龙华西路88号,"[(31.176011718475618, 121.45532378383363), (31.169690542777587, 121.44892686175386)]"
上海市徐汇区嘉善路55号,"[(31.21816099952179, 121.46592423800413), (31.21196642171548, 121.45946196162407)]"
上海市徐汇区嘉善路77号,"[(31.217920656982297, 121.46594004818111), (31.21172638639964, 121.45947790237291)]"
上海市徐汇区襄阳南路360号,"[(31.213824856578633, 121.46427997959867), (31.207605318939063, 121.45782816260581)]"
上海市徐汇区漕宝路250号,"[(31.169855893944952, 121.42051696057742), (31.163784564594486, 121.41405485796791)]"
上海市徐汇区清真路73号,"[(31.205339836292, 121.46536998350447), (31.199139478738402, 121.4589221631257)]"
上海市徐汇区零陵小区,"[(31.19350457021264, 121.45099305297003), (31.187153299660963, 121.4445958266813)]"
上海市徐汇区亚都国际名园,"[(31.194448579910365, 121.44407385477943), (31.188090031524542, 121.43767768065075)]"
上海市徐汇区石龙路999弄,"[(31.153422265104727, 121.43597509162367), (31.147113789495744, 121.42956204086916)]"
上海市长宁区金钟路255弄,"[(31.225096773821445, 121.37310277881086), (31.21937071359288, 121.36651493680498)]"
上海市长宁区北翟路980弄,"[(31.230725584579943, 121.3663132959359), (31.224899738593646, 121.35974861878086)]"
上海市长宁区愚园路1032弄,"[(31.22527286745799, 121.43608800862627), (31.218957171451, 121.42965169511777)]"
上海市长宁区虹桥路2388号,"[(31.193926302160186, 121.36964807548058), (31.188160559339146, 121.36310007782967)]"
上海市长宁区绥宁路628号（公寓）,"[(31.222530138649866, 121.35100051072116), (31.21642296278167, 121.34451235780467)]"
上海市长宁区新渔路280弄（住宅）,"[(31.221796790357892, 121.37316089917736), (31.216071969725004, 121.36657492329564)]"
上海市长宁区中华新村,"[(31.204362269575324, 121.42539305271613), (31.198199146768406, 121.41893673527348)]"
上海市长宁区愚园路1210弄（住宅）,"[(31.226328650326455, 121.43322564794927), (31.22004451843062, 121.42678064259684)]"
上海市长宁区玉屏南路340弄,"[(31.219254152678992, 121.41363459291271), (31.213305407676213, 121.40710820733241)]"
上海市长宁区虹桥路996弄,"[(31.200878311788593, 121.42704943824599), (31.194688500886926, 121.42060367500204)]"
上海市长宁区玉屏南路560弄,"[(31.22021125920339, 121.41023351842139), (31.214325255446248, 121.40369022192195)]"
上海市长宁区万航渡路1278弄,"[(31.23330318803204, 121.4294013817322), (31.227070479233834, 121.42294078381371)]"
上海市长宁区长宁路491弄（住宅）,"[(31.228760858219243, 121.43327298864965), (31.22247587694631, 121.42682708141902)]"
上海市长宁区程家桥路80弄（住宅）,"[(31.194698326958374, 121.37834448129213), (31.189032522605956, 121.37177012198279)]"
上海市长宁区西诸安浜路405弄,"[(31.223153159792506, 121.43540017609729), (31.216844789413653, 121.42896330005786)]"
上海市长宁区程家桥路43号,"[(31.19535041537037, 121.37905935281697), (31.18968988156834, 121.37248304606223)]"
上海市长宁区山西路350弄,"[(31.2143891023496, 121.41797888818952), (31.20835880883789, 121.4114778932776)]"
上海市长宁区东诸安浜路180弄,"[(31.225719777878318, 121.43139023013129), (31.219459405434375, 121.42493944413047)]"
上海市长宁区沪青平公路18弄,"[(31.190998542837647, 121.36302900116087), (31.185124112770424, 121.35651133609225)]"
上海市长宁区娄山关路810弄,"[(31.21899350795492, 121.41238540927056), (31.213068236526812, 121.40585320654361)]"
上海市长宁区利西路47弄,"[(31.22137827203456, 121.43781940266621), (31.21504737331384, 121.43138957543357)]"
上海市长宁区天山二村,"[(31.21371128124563, 121.41333321141413), (31.207769441043812, 121.40681014833024)]"
上海市长宁区玉屏南路476弄,"[(31.219684415619312, 121.41172910726496), (31.213771183877128, 121.4051932364362)]"
上海市长宁区安顺路361弄,"[(31.20615863708606, 121.41580759394135), (31.200171797673235, 121.40930404036993)]"
上海市长宁区宣化路299弄,"[(31.223338521292316, 121.43085888242214), (31.217085806389512, 121.4244075771693)]"
上海市长宁区蒲淞北路17弄,"[(31.223097574431556, 121.3807676604053), (31.217441530940835, 121.37416308033262)]"
上海市长宁区哈密路780弄,"[(31.210174008524472, 121.37526616797054), (31.204475843121553, 121.36868408791265)]"
上海市长宁区凯旋路116号（住宅）,"[(31.227436144181862, 121.42130405586526), (31.221340996877405, 121.41480991350616)]"
上海市长宁区昭化路55弄,"[(31.217672902012843, 121.4287309763301), (31.211452385839433, 121.42227580998508)]"
上海市长宁区长宁路396弄（住宅）,"[(31.23084261306719, 121.4307548586441), (31.224590475846682, 121.42429979437469)]"
上海市长宁区定西路1310弄（住宅）,"[(31.222266569349348, 121.42954627841097), (31.216032895171388, 121.4230908151625)]"
上海市长宁区威宁路458弄,"[(31.218906265927227, 121.39217003190456), (31.213251376633934, 121.38556837325316)]"
上海市长宁区天山路1890弄,"[(31.215043910399594, 121.42033496388109), (31.20896899120285, 121.41384480434556)]"
上海市长宁区仙霞路430弄,"[(31.21128123025286, 121.39974373548972), (31.20555994371835, 121.3931664514146)]"
上海市长宁区福泉路450弄,"[(31.210628557829317, 121.36658179945283), (31.204810751437126, 121.3600299970691)]"
上海市长宁区泉口路185弄,"[(31.218825123047957, 121.37316970257136), (31.213100977571802, 121.36658591005653)]"
上海市长宁区武夷路70弄,"[(31.21983280298972, 121.4357471915158), (31.21352144401798, 121.42931354425843)]"
上海市长宁区延安西路1740号（住宅）,"[(31.214024906337254, 121.42298370750781), (31.207901579317618, 121.41650698279469)]"
上海市长宁区华阳路298弄,"[(31.21490369955762, 121.44529887400338), (31.208537865677435, 121.43888360815349)]"
上海市长宁区天山西路694号,"[(31.224265272316995, 121.3658492003484), (31.21843239230483, 121.3592893364831)]"
