Address,Coordinates(BD_GCJ)
上海市黄浦区面筋弄60弄,"[(31.216555718920326, 121.5352036250363), (31.210577835571222, 121.52868710471648)]"
上海市黄浦区南仓街118号,"[(31.21849777142209, 121.50698614218743), (31.212859125730976, 121.50038074394736)]"
上海市黄浦区南昌路127弄,"[(31.22281671345014, 121.47018651798787), (31.216694598868095, 121.46370197944913)]"
上海市黄浦区南昌路137-1号,"[(31.223321768518794, 121.46979503644663), (31.21719253228552, 121.46331198671902)]"
上海市黄浦区南昌路137号,"[(31.223321768518794, 121.46979503644663), (31.21719253228552, 121.46331198671902)]"
上海市黄浦区南昌路278弄10号,"[(31.224729840247253, 121.47295913794441), (31.21865853075179, 121.46646030781831)]"
上海市黄浦区南昌路280号,"[(31.22324163309061, 121.46946544815502), (31.21710652427794, 121.46298396126755)]"
上海市黄浦区南昌路338号,"[(31.221977831185193, 121.46759930828858), (31.21581039932179, 121.4611270089612)]"
上海市黄浦区南昌路69弄,"[(31.223981840967312, 121.47210098669075), (31.217894624127545, 121.46560670769793)]"
上海市黄浦区南京西路479弄,"[(31.236773897509803, 121.47440298439061), (31.230728990363875, 121.46789389698681)]"
上海市黄浦区宁安路133弄,"[(31.22195065578271, 121.492687633724), (31.216220193698216, 121.48610306550789)]"
上海市黄浦区宁波路120弄,"[(31.245492713088552, 121.49121189743221), (31.239742126061387, 121.48462960930597)]"
上海市黄浦区宁波路201号,"[(31.24475228947335, 121.48994232225496), (31.238983676004324, 121.48336430241837)]"
上海市黄浦区宁波路262号,"[(31.244675414132637, 121.48871838099761), (31.238888511918834, 121.48214502699147)]"
上海市黄浦区宁波路284弄,"[(31.244555624319137, 121.48841178932706), (31.238763986600258, 121.48183959665033)]"
上海市黄浦区宁波路579号,"[(31.242528822247852, 121.48314610208867), (31.2366484032137, 121.47659589723408)]"
上海市黄浦区宁波路645号,"[(31.24221467518683, 121.48201378799335), (31.236313710728062, 121.47546875500124)]"
上海市黄浦区宁波路74弄,"[(31.245651788011045, 121.49193530285939), (31.23991094552642, 121.48535059162799)]"
上海市黄浦区宁海东路250弄,"[(31.234278291161576, 121.48732232440456), (31.228468969518975, 121.48075274140898)]"
上海市黄浦区宁海东路279弄,"[(31.233703898599195, 121.48679205466202), (31.227885980475026, 121.48022474740034)]"
上海市黄浦区宁海东路281号,"[(31.233915407626654, 121.4866514698497), (31.22809517543542, 121.48008473089858)]"
上海市黄浦区宁海东路299号,"[(31.233587954396565, 121.48642249177522), (31.227763952205304, 121.47985676393695)]"
上海市黄浦区牛庄路692号,"[(31.243532078940483, 121.48339475305383), (31.23765620376635, 121.47684376911161)]"
上海市黄浦区牌楼路23号,"[(31.219977947536524, 121.49277737444444), (31.214248980228298, 121.48619393699724)]"
上海市黄浦区蓬莱路207号,"[(31.223745296241447, 121.49735765457874), (31.218064813823464, 121.49075900970226)]"
上海市黄浦区蓬莱路215弄,"[(31.223673653334455, 121.49709292394493), (31.217990823350394, 121.49049492878338)]"
上海市黄浦区蓬莱路285弄,"[(31.22310815109306, 121.49608412685724), (31.217415861651087, 121.4894889381336)]"
上海市黄浦区蓬莱路315号,"[(31.222834238335373, 121.49557227237766), (31.21713681431073, 121.48897859009743)]"
上海市黄浦区蓬莱路391弄,"[(31.222251978057074, 121.49430970398338), (31.216540943434584, 121.48771992738968)]"
上海市黄浦区蓬莱路401号,"[(31.222122895203068, 121.49422939547078), (31.216410966960883, 121.48763994112068)]"
上海市黄浦区蓬莱路405弄,"[(31.2220148113367, 121.49387914615244), (31.216298847286627, 121.4872908067335)]"
上海市黄浦区蓬莱路421弄,"[(31.222080356496264, 121.49367271554624), (31.216361945935144, 121.48708495719376)]"
上海市黄浦区平望街15弄,"[(31.237388873235467, 121.4857599914616), (31.231553762664024, 121.47919700371358)]"
上海市黄浦区平望街19号,"[(31.2374629757235, 121.48570241007842), (31.231626893605927, 121.47913967796188)]"
上海市黄浦区平望街21号,"[(31.237486287119054, 121.48568435413766), (31.231649900051803, 121.47912170232743)]"
上海市黄浦区平望街23号,"[(31.237587174449384, 121.48572073551082), (31.23175140471579, 121.47915793362766)]"
上海市黄浦区平望街6弄,"[(31.23724715206362, 121.49158559252436), (31.23150104404978, 121.48499971565866)]"
上海市黄浦区平望街9号,"[(31.237405469110282, 121.48579286944327), (31.231570913713952, 121.47922974026328)]"
上海市黄浦区普育东路7号,"[(31.21707277483961, 121.50278943850591), (31.211427679944798, 121.4961869543254)]"
上海市黄浦区瞿溪路1072弄,"[(31.20475592286575, 121.48143060805627), (31.19884928720062, 121.47490797311312)]"
上海市黄浦区瞿溪路1079号,"[(31.20532470184556, 121.4815101080939), (31.19941938414638, 121.47498652006996)]"
上海市黄浦区瞿溪路1111弄,"[(31.204909430212833, 121.48016264982894), (31.198979173715617, 121.4736459155755)]"
上海市黄浦区瞿溪路1199弄,"[(31.212658135634207, 121.50147369042544), (31.2070083709282, 121.49487667622552)]"
上海市黄浦区瞿溪路1200弄,"[(31.202302396543868, 121.47791751486785), (31.196330376049474, 121.47141430201512)]"
上海市黄浦区瞿溪路1240弄,"[(31.203000917568584, 121.47755819266386), (31.197021876258347, 121.47105603915858)]"
上海市黄浦区瞿溪路1254弄,"[(31.20249351352583, 121.47683415842282), (31.196500797403512, 121.47033605763482)]"
上海市黄浦区瞿溪路811弄,"[(31.207111862300717, 121.48811561800042), (31.20131981104454, 121.48156100719157)]"
上海市黄浦区瞿溪路833号,"[(31.206667720013755, 121.48728288879266), (31.200862548272948, 121.48073212788606)]"
上海市黄浦区瞿溪路860号,"[(31.205993549384416, 121.48629924425924), (31.200172443135337, 121.47975330531524)]"
上海市黄浦区瞿溪路883弄,"[(31.2063427195683, 121.4857689745167), (31.20051263814075, 121.47922496252959)]"
上海市黄浦区瞿溪路937弄,"[(31.206350981651095, 121.48468409095231), (31.200502321231177, 121.47814484147074)]"
上海市黄浦区瞿溪路968弄,"[(31.204913522709084, 121.48450981968337), (31.199062205387815, 121.47797280780883)]"
上海市黄浦区人民路777弄,"[(31.232886728207117, 121.49221755045063), (31.227149023482767, 121.48562975295062)]"
上海市黄浦区人民路875号,"[(31.232413374399748, 121.49047941911938), (31.226652056804223, 121.48389778052727)]"
上海市黄浦区人民路879号,"[(31.2320709401786, 121.49021154441631), (31.226305813252623, 121.48363095790882)]"
上海市黄浦区瑞金二路129弄,"[(31.219376754270964, 121.47334442117766), (31.213313611246207, 121.46684733769295)]"
上海市黄浦区瑞金二路139号,"[(31.219705029279524, 121.47188718997937), (31.213614598002604, 121.46539684985375)]"
上海市黄浦区瑞金二路24号,"[(31.224197309223058, 121.46994128058365), (31.218070559999045, 121.46345702653599)]"
上海市黄浦区瑞金二路410弄,"[(31.213301683132133, 121.47339849916935), (31.207240909644568, 121.46690640937976)]"
上海市黄浦区瑞金二路48弄,"[(31.221921087082976, 121.47000784502195), (31.215795906404143, 121.46352472752564)]"
上海市黄浦区瑞金南路185弄,"[(31.206106516351074, 121.47544124589905), (31.200086297603967, 121.46894632405323)]"
上海市黄浦区瑞金南路333弄,"[(31.204047839944533, 121.47567794940092), (31.198032667451702, 121.46918395326547)]"
上海市黄浦区瑞金一路126弄,"[(31.225590622607314, 121.46963379060759), (31.219458166021248, 121.46315017768359)]"
上海市黄浦区山海关路120号,"[(31.243688224171162, 121.4732002431433), (31.2376209946277, 121.46669853257778)]"
上海市黄浦区山海关路130号,"[(31.243597917767016, 121.47296857015228), (31.237526329398854, 121.4664679424876)]"
上海市黄浦区山西南路181号,"[(31.242744170606333, 121.48871703353934), (31.236957050271666, 121.48214291917122)]"
上海市黄浦区山西南路31弄,"[(31.240518262823, 121.48985779170647), (31.23474804256637, 121.48327863764199)]"
上海市黄浦区山西南路330号,"[(31.245078700231225, 121.48795473148358), (31.23927998251772, 121.48138461025148)]"
上海市黄浦区陕西南路155号,"[(31.2211216478095, 121.46749510484943), (31.214952595726846, 121.46102385621835)]"
上海市黄浦区陕西南路255号,"[(31.214289734190814, 121.46843473241286), (31.208138295274463, 121.46196495869306)]"
上海市黄浦区陕西南路271弄,"[(31.21423985704883, 121.46934498538613), (31.208104433764323, 121.46287114529328)]"
上海市黄浦区陕西南路287弄,"[(31.21362758594266, 121.46860289520434), (31.207479236950316, 121.46213298134033)]"
上海市黄浦区尚文路168号,"[(31.221295201213213, 121.49718185619042), (31.215613573481996, 121.4905852291126)]"
上海市黄浦区绍兴路18弄,"[(31.216374744813525, 121.47191566626402), (31.21028554168561, 121.4654279131317)]"
上海市黄浦区寿宁路61号,"[(31.229390245210737, 121.48812954173582), (31.22359401800675, 121.48155774190892)]"
上海市黄浦区顺昌路550弄,"[(31.21774184729144, 121.48557997103741), (31.211905785811656, 121.47902593941708)]"
上海市黄浦区思南路115弄,"[(31.214314441124376, 121.47743269938411), (31.20833013171054, 121.47091995980469)]"
上海市黄浦区思南路82弄,"[(31.21547365223381, 121.4766426396881), (31.20947400507153, 121.47013272094611)]"
上海市黄浦区思南路88弄,"[(31.21465284824871, 121.47739595868876), (31.208667758951123, 121.47088308905256)]"
上海市黄浦区四牌楼路104号,"[(31.22929822667282, 121.50196461438665), (31.223647809117097, 121.49535538259784)]"
上海市黄浦区四牌楼路106号,"[(31.229422281844897, 121.50173213292067), (31.223770782613887, 121.49512313288423)]"
上海市黄浦区四牌楼路110号,"[(31.229305560368335, 121.50190541605355), (31.223654874504962, 121.49529625042837)]"
上海市黄浦区四牌楼路114号,"[(31.229196790025323, 121.5019153872447), (31.223546159308857, 121.49530624846984)]"
上海市黄浦区四牌楼路120号,"[(31.229088328343767, 121.50178441430134), (31.22343710460145, 121.49517546935604)]"
上海市黄浦区四牌楼路126号,"[(31.228968595764943, 121.50180040413943), (31.223317457685546, 121.49519148375303)]"
上海市黄浦区四牌楼路75号,"[(31.229860680852223, 121.5020182432256), (31.224210454386533, 121.49540876011923)]"
上海市黄浦区四牌楼路77弄,"[(31.229836132414817, 121.50202125254906), (31.224185921336392, 121.49541177396424)]"
上海市黄浦区四牌楼路87号,"[(31.22968397827704, 121.50203665848855), (31.224033848196882, 121.49542721234174)]"
上海市黄浦区四牌楼路95弄,"[(31.229580534937064, 121.50207604918516), (31.223930587147127, 121.49546659312566)]"
上海市黄浦区泗泾路16号,"[(31.239387844472017, 121.49373523760974), (31.233668986044698, 121.48714263167702)]"
上海市黄浦区泗泾路27号,"[(31.238955356459833, 121.49327692213856), (31.233230976573253, 121.48668565917032)]"
上海市黄浦区泰康路190弄,"[(31.213996493275236, 121.47610482417926), (31.207986930298535, 121.46959888564326)]"
上海市黄浦区泰康路220号,"[(31.21383134218153, 121.47572870366224), (31.207814645579862, 121.46922476133985)]"
上海市黄浦区桃源路111弄,"[(31.23003313730326, 121.4863976087126), (31.224208924646685, 121.4798327754323)]"
上海市黄浦区天津路157弄,"[(31.24346786095483, 121.49011901894877), (31.23770167046088, 121.48353980658865)]"
上海市黄浦区天津路179弄,"[(31.243313490616583, 121.48962099837405), (31.237540015815384, 121.48304359612438)]"
上海市黄浦区铁道路140号,"[(31.20585927063233, 121.49343843746924), (31.200141805657378, 121.48686602959447)]"
上海市黄浦区铁道路676号,"[(31.20228594888235, 121.48308879019714), (31.196410155116638, 121.47656088313553)]"
上海市黄浦区威海路149号,"[(31.233517708504824, 121.4747536828617), (31.227479497113418, 121.46824303021499)]"
上海市黄浦区文庙路33弄,"[(31.225073150537675, 121.49692089843977), (31.219388545983733, 121.49032249035403)]"
上海市黄浦区文庙路60弄,"[(31.224346924653062, 121.49707226291821), (31.218663804837806, 121.49047391289831)]"
上海市黄浦区文庙路85号,"[(31.224287788758335, 121.49659634065902), (31.218600273853166, 121.48999915657143)]"
上海市黄浦区吴家弄25弄,"[(31.232943388466477, 121.49551567913052), (31.227244303729304, 121.48891794672774)]"
上海市黄浦区五里桥178号,"[(31.210239484762166, 121.49046989708097), (31.2044818279771, 121.4839031026659)]"
上海市黄浦区五里桥路269弄,"[(31.209584102620525, 121.48593902374974), (31.20375604579959, 121.479391005364)]"
上海市黄浦区西仓桥街103弄,"[(31.226330039912906, 121.49644982703035), (31.2206408467843, 121.4898518968309)]"
上海市黄浦区西仓桥街105号,"[(31.226325099160988, 121.4965490897892), (31.22063685410922, 121.4899509186221)]"
上海市黄浦区西仓桥街112弄,"[(31.225973533112793, 121.49629127610783), (31.220282854853416, 121.4896939184444)]"
上海市黄浦区西仓桥街149号,"[(31.2260867075711, 121.49581211994881), (31.220391256872237, 121.48921592708449)]"
上海市黄浦区西仓桥街161弄,"[(31.22575390016163, 121.49530475699677), (31.22005324359832, 121.48871008366125)]"
上海市黄浦区西仓桥街82号,"[(31.226200808284784, 121.49697012558173), (31.22051650258742, 121.4903710082711)]"
上海市黄浦区西仓桥街96号,"[(31.22602008442429, 121.4966471847509), (31.220332806455364, 121.49004892822843)]"
上海市黄浦区西藏南路1341弄,"[(31.211611849990653, 121.4946357888835), (31.205906782354372, 121.48805405120915)]"
上海市黄浦区西藏南路1731号,"[(31.205123861332307, 121.49779800393972), (31.1994513801968, 121.4912148431259)]"
上海市黄浦区西藏南路500号,"[(31.232786839328405, 121.48673366480388), (31.22696799844421, 121.48016673863636)]"
上海市黄浦区西藏南路555弄,"[(31.225934624536166, 121.48905380827505), (31.220152997276156, 121.48247984032986)]"
上海市黄浦区西藏南路569号,"[(31.22527749946499, 121.48944475083297), (31.219501820353248, 121.48286962352756)]"
上海市黄浦区西藏南路688号,"[(31.22187584618226, 121.48968998823722), (31.21610433053468, 121.48311602191667)]"
上海市黄浦区西藏南路688弄,"[(31.222731250636816, 121.4895768915735), (31.216957920484287, 121.48300278201562)]"
上海市黄浦区西藏南路779号,"[(31.221382595421016, 121.49191598929094), (31.21564226718145, 121.48533437588)]"
上海市黄浦区西藏南路831弄,"[(31.220481937066356, 121.49265816930328), (31.214751370142977, 121.48607474113196)]"
上海市黄浦区西藏南路897号,"[(31.218914604106843, 121.492501774314), (31.213182357010698, 121.48592005799887)]"
上海市黄浦区西藏中路200号,"[(31.237429861181408, 121.48382001088227), (31.23156117798525, 121.47726565710639)]"
上海市黄浦区西藏中路500号,"[(31.242235747000603, 121.48130215036834), (31.236321697722033, 121.4747604891615)]"
